run_id,ts,elapsed_s,samples,event_id,kind,step,context_keys,span_id,parent_span_id,name,status,error,duration_s,action,ok,attempts,steps,task,last_action,reason,info,date,minute,hour,is_span_start,is_span_end,is_run_start,is_run_ok,is_run_fail,is_action_result,is_retry,duration_ms,data_json,attrs_json
750276b9-4dbc-4172-ba51-074be82306a8,2025-08-09 16:42:41.008459+00:00,,,2e389a2a-69fe-4f44-8d89-aad2746b84a5,span_start,,,c3a76e3b-83f3-4621-b686-3b6ad65f1493,,planner:next_action,,,,,,,,,,,,2025-08-09,2025-08-09 16:42:00+00:00,2025-08-09 16:00:00+00:00,True,False,False,False,False,False,False,,,"{""task"": ""analyze unstructured_2"", ""context_keys"": [""calc_1"", ""calc_2""]}"
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.258040+00:00,,,76c03f34-2b9e-483c-9345-fb90ffae8ef0,span_end,,,6ee6d62b-06a3-4dd7-9dd8-415d55d302dc,,tool:no_op,ok,,1.0000003385357559e-05,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,False,True,False,False,False,False,False,0.01,,
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.301008+00:00,,,d9e7207d-9760-43c9-86e8-ee890762f66b,span_start,,,d7aaf0a1-040b-48ca-b79c-417203fcaf0b,,tool:no_op,,,,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,True,False,False,False,False,False,False,,,"{""args"": {""x"": 1724, ""run_id"": ""9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb""}}"
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.207233+00:00,,,742b0837-3d97-4ba8-928b-8d34480021eb,span_start,,,97f468ac-6b0b-4283-9163-47c14b82d5e7,,tool:no_op,,,,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,True,False,False,False,False,False,False,,,"{""args"": {""x"": 200, ""run_id"": ""9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb""}}"
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.249143+00:00,,,4a512db7-babb-4bcf-b125-330cf67893f1,span_start,,,db71aac8-c619-4e55-8afd-ea71f5550471,,tool:no_op,,,,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,True,False,False,False,False,False,False,,,"{""args"": {""x"": 910, ""run_id"": ""9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb""}}"
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.296984+00:00,,,3f7cacb5-1968-4ae2-8d63-1b99a6e0a007,span_end,,,126b143b-fe6b-4d46-9f4a-3203aeaaf6c0,,tool:no_op,ok,,9.900002623908222e-06,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,False,True,False,False,False,False,False,0.01,,
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.232102+00:00,,,588d9cb6-ba4f-43a9-85c2-7410a56542bf,span_start,,,c1f600b4-d10c-4ef8-9ce3-ab3f8b17bf92,,tool:no_op,,,,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,True,False,False,False,False,False,False,,,"{""args"": {""x"": 617, ""run_id"": ""9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb""}}"
e70c2f04-639f-4414-aff0-5a82f5c2bc73,2025-08-09 18:27:00.089538+00:00,,,658a162c-66dc-4c34-a953-c35659868138,span_start,,,f9d1f6cd-2a82-481a-9323-f26a79c45295,,tool:flaky_add,,,,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,True,False,False,False,False,False,False,,,"{""args"": {""a"": 4, ""b"": 6, ""run_id"": ""e70c2f04-639f-4414-aff0-5a82f5c2bc73""}}"
e70c2f04-639f-4414-aff0-5a82f5c2bc73,2025-08-09 18:27:00.089538+00:00,,,c4dbbddb-4f73-469f-b949-ee1e9e98175d,span_end,,,2332fed0-24f7-4613-93c6-2791ddee4624,,tool:flaky_add,error,TypeError('run_examples.<locals>.<lambda>() takes 0 positional arguments but 2 were given'),1.1799995263572782e-05,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,False,True,False,False,False,False,False,0.012,,
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.233100+00:00,,,8dc4fc85-26b9-4a45-85d0-a616139738d0,span_start,,,7bbdc646-e881-44df-8db5-95e32057b220,,tool:no_op,,,,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,True,False,False,False,False,False,False,,,"{""args"": {""x"": 640, ""run_id"": ""9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb""}}"
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.289824+00:00,,,33a93906-137f-4306-b14b-1fcc35f8aea5,span_end,,,cc7558f4-2b3e-4e73-8b78-38c8466053b8,,tool:no_op,ok,,1.799999881768599e-05,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,False,True,False,False,False,False,False,0.018,,
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.207233+00:00,,,9c398d3f-723e-4ffc-b3ed-de44672f59dc,span_start,,,2d84f0a5-229a-47e7-b959-3307b74ae7f5,,tool:no_op,,,,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,True,False,False,False,False,False,False,,,"{""args"": {""x"": 217, ""run_id"": ""9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb""}}"
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.298988+00:00,,,60a65fd7-832e-4dbb-a319-fb6c2370ab11,span_start,,,74b2ccf7-ee8a-48e8-a93c-aabab92e620d,,tool:no_op,,,,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,True,False,False,False,False,False,False,,,"{""args"": {""x"": 1690, ""run_id"": ""9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb""}}"
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.255368+00:00,,,1f197642-c93a-41f3-940f-29a15f0ee67d,span_end,,,1149e7f0-694d-4221-8581-5f864dde0b88,,tool:no_op,ok,,9.300005331169814e-06,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,False,True,False,False,False,False,False,0.009,,
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.195808+00:00,,,46334894-af26-4d8d-aee7-467d1c9fee57,span_start,,,03e2b7e7-3fe1-4ced-af7a-12197b4398ea,,tool:no_op,,,,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,True,False,False,False,False,False,False,,,"{""args"": {""x"": 45, ""run_id"": ""9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb""}}"
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.313326+00:00,,,da4a56e7-366d-4367-9d86-2e3d48afd6c7,span_start,,,f42e3233-7cf5-4aa2-8a95-2740ab7923f6,,tool:no_op,,,,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,True,False,False,False,False,False,False,,,"{""args"": {""x"": 1927, ""run_id"": ""9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb""}}"
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.279668+00:00,,,b92afad0-2c8c-465a-a01d-77dbd5f45054,span_end,,,bdca5639-b5da-4c9d-84d1-8c62b305f1f6,,tool:no_op,ok,,1.1199997970834374e-05,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,False,True,False,False,False,False,False,0.011,,
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.216145+00:00,,,77c6e9d9-191f-40e7-b3fd-f9250c8de509,span_start,,,fa91ae58-b6d0-494d-b941-7e315e0979ca,,tool:no_op,,,,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,True,False,False,False,False,False,False,,,"{""args"": {""x"": 360, ""run_id"": ""9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb""}}"
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.230101+00:00,,,671a8fd7-c3ae-45a9-b0aa-1db59c36cc4d,span_end,,,bdcdb5a7-9063-43f5-9787-ccdc37fde963,,tool:no_op,ok,,1.1500000255182385e-05,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,False,True,False,False,False,False,False,0.012,,
effb4685-03a5-4db1-8a07-8d865aadf196,2025-08-09 16:42:40.419504+00:00,,,80556387-f9de-4752-8b88-6c4014f9d9b9,step_start,2.0,['search_1'],,,,,,,,,,,,,,,2025-08-09,2025-08-09 16:42:00+00:00,2025-08-09 16:00:00+00:00,False,False,False,False,False,False,False,,,
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.283626+00:00,,,62262f6f-8f47-46b7-a3b7-218c6866bda0,span_end,,,5f882750-0fcd-4f8f-a3a4-1328b4a73efe,,tool:no_op,ok,,1.0100004146806896e-05,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,False,True,False,False,False,False,False,0.01,,
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.201789+00:00,,,cb01e217-ba9e-4def-9346-492af8f8ad1d,span_start,,,3511d96f-58c5-4f5c-ab6d-72aecfbfbc7d,,tool:no_op,,,,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,True,False,False,False,False,False,False,,,"{""args"": {""x"": 137, ""run_id"": ""9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb""}}"
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.238148+00:00,,,497f9ff7-38e3-44a9-b792-12ac2cb4b5c9,span_start,,,3e5b80c2-4149-41b2-b15c-f2d0047a8f65,,tool:no_op,,,,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,True,False,False,False,False,False,False,,,"{""args"": {""x"": 719, ""run_id"": ""9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb""}}"
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.298988+00:00,,,ee444bcb-5efb-4ff5-8976-4253c250dcb8,span_start,,,e9c547d5-32eb-41a5-9111-0eb82a352ace,,tool:no_op,,,,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,True,False,False,False,False,False,False,,,"{""args"": {""x"": 1698, ""run_id"": ""9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb""}}"
e70c2f04-639f-4414-aff0-5a82f5c2bc73,2025-08-09 18:27:00.094878+00:00,,,db1feb15-477a-4c17-ba51-7646d9e6991d,span_end,,,ed388b4a-d969-458a-8a27-a6fe55428d82,,tool:flaky_add,error,TypeError('run_examples.<locals>.<lambda>() takes 0 positional arguments but 2 were given'),1.069999416358769e-05,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,False,True,False,False,False,False,False,0.011,,
3ddd44e0-d812-49a8-8667-ee2776c08591,2025-08-09 16:42:43.264775+00:00,,,6782e91f-cbcf-41a8-92d3-1cd7becb1f19,span_end,,,5039f844-d3f2-4f1f-b2f6-c6e6e4482b82,,planner:next_action,ok,,0.0009303999977419153,,,,,,,,,2025-08-09,2025-08-09 16:42:00+00:00,2025-08-09 16:00:00+00:00,False,True,False,False,False,False,False,0.93,,
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.243143+00:00,,,3230eebd-81c5-464d-b8f7-17c3ebfcbe63,span_start,,,78178497-8b83-4356-a0c8-901eb1d26668,,tool:no_op,,,,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,True,False,False,False,False,False,False,,,"{""args"": {""x"": 811, ""run_id"": ""9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb""}}"
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.210760+00:00,,,e80e9b04-b316-43c3-93ef-6407b0d55b2e,span_start,,,83da983d-f91c-4e45-b657-c806274ce597,,tool:no_op,,,,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,True,False,False,False,False,False,False,,,"{""args"": {""x"": 267, ""run_id"": ""9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb""}}"
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.260040+00:00,,,9ce225b0-3b8c-4691-8ad0-0111059e747c,span_end,,,2e87bce3-107c-429f-b66b-563edfe370d3,,tool:no_op,ok,,1.0100004146806896e-05,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,False,True,False,False,False,False,False,0.01,,
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.306986+00:00,,,4e232ef6-7c09-463b-9259-97b73c5e77c8,span_end,,,7531bffa-27da-4564-8c77-f9b164670ad3,,tool:no_op,ok,,1.979999797185883e-05,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,False,True,False,False,False,False,False,0.02,,
287501ab-bbb3-49d2-965a-ff112084bdeb,2025-08-09 16:42:42.254119+00:00,,,cd8fb702-c98f-4ff8-b620-f8ce542810f9,span_start,,,78262901-d973-4e98-9e42-5d319dd4eb40,,act:memory_get,,,,,,,,,,,,2025-08-09,2025-08-09 16:42:00+00:00,2025-08-09 16:00:00+00:00,True,False,False,False,False,False,False,,,"{""attempt"": 1, ""args"": {""key"": ""user_pref""}}"
d92cdc62-68a0-4934-8018-91354cae7243,2025-08-09 16:42:43.542095+00:00,,,12a4095b-73f6-43b8-afd6-be039f06e458,span_start,,,74126e31-ac6f-4fa9-aa87-e0c631ea3e13,,planner:next_action,,,,,,,,,,,,2025-08-09,2025-08-09 16:42:00+00:00,2025-08-09 16:00:00+00:00,True,False,False,False,False,False,False,,,"{""task"": ""analyze unstructured_5"", ""context_keys"": [""search_1""]}"
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.266442+00:00,,,7779aa8b-d2dc-489b-a7ac-4ffe4d757c56,span_start,,,d340b1b3-86e9-4215-9dfb-04d79b81b60f,,tool:no_op,,,,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,True,False,False,False,False,False,False,,,"{""args"": {""x"": 1166, ""run_id"": ""9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb""}}"
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.216145+00:00,,,725fa072-4d66-4174-ac8e-5cbfdb681776,span_start,,,5cbf42ee-e801-470a-bb3e-9cd681179ad6,,tool:no_op,,,,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,True,False,False,False,False,False,False,,,"{""args"": {""x"": 366, ""run_id"": ""9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb""}}"
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.211764+00:00,,,ea0aefc1-e798-49b6-acf1-b0012a826b5a,span_end,,,9d545242-b8f9-41f9-a81f-07ae0d2897ff,,tool:no_op,ok,,1.1199997970834374e-05,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,False,True,False,False,False,False,False,0.011,,
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.219144+00:00,,,c82fc129-b58e-4aef-8549-7f988def0351,span_end,,,5a22790c-641b-4521-b552-246eb18c5337,,tool:no_op,ok,,0.0002534000013838522,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,False,True,False,False,False,False,False,0.253,,
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.279668+00:00,,,0fc945d5-c421-411d-870a-b1cc100bd206,span_start,,,e376a044-2b8e-47f0-ab48-146b96fd216c,,tool:no_op,,,,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,True,False,False,False,False,False,False,,,"{""args"": {""x"": 1390, ""run_id"": ""9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb""}}"
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.292986+00:00,,,815d8ec8-3bc6-49d9-bf00-4e50ad7f2e69,span_start,,,9334289d-bec8-49f1-8459-951d82b6f050,,tool:no_op,,,,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,True,False,False,False,False,False,False,,,"{""args"": {""x"": 1594, ""run_id"": ""9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb""}}"
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.257030+00:00,,,0de0604f-5eab-4e2d-8f88-23dc5c46529c,span_start,,,ce6085d5-8151-47c8-90e3-087411d5fdbe,,tool:no_op,,,,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,True,False,False,False,False,False,False,,,"{""args"": {""x"": 1024, ""run_id"": ""9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb""}}"
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.295984+00:00,,,20e139e8-8ef0-4905-ba8e-d670cbc78ce6,span_end,,,e7cbae94-7a48-4369-9128-8480863cf768,,tool:no_op,ok,,1.0399999155197293e-05,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,False,True,False,False,False,False,False,0.01,,
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.223315+00:00,,,b69c35a6-2149-4b55-90f0-398ddc80afc1,span_end,,,d2f5abb6-13e3-4fa9-9616-d4f0cb6e8541,,tool:no_op,ok,,9.800001862458885e-06,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,False,True,False,False,False,False,False,0.01,,
13ccd94f-2003-4949-a0da-7e98574e7fdc,2025-08-09 16:42:44.531447+00:00,,,91fbc568-4bf4-4333-b011-9f8244d35461,action_result,1.0,,,,,,,,memory_get,True,1.0,,,,,,2025-08-09,2025-08-09 16:42:00+00:00,2025-08-09 16:00:00+00:00,False,False,False,False,False,True,False,,"{""hit"": true, ""key"": ""user_pref"", ""value"": ""A""}",
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.232102+00:00,,,54df77c4-f4a9-4d31-881a-855e1ca725d8,span_end,,,aab0402b-9945-47d4-a509-89e2bce3f196,,tool:no_op,ok,,1.1500000255182385e-05,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,False,True,False,False,False,False,False,0.012,,
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.287626+00:00,,,afe6743e-19b4-42c9-97db-7ebeba0b8dc6,span_start,,,02e81f36-bafa-481b-9aca-d342192b1e67,,tool:no_op,,,,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,True,False,False,False,False,False,False,,,"{""args"": {""x"": 1523, ""run_id"": ""9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb""}}"
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.301008+00:00,,,7f44fbfc-c180-4c77-a239-d50b27a4157a,span_end,,,b24ab742-baf9-4320-8da2-39ca843cf9a4,,tool:no_op,ok,,0.0003718999942066148,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,False,True,False,False,False,False,False,0.372,,
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.227102+00:00,,,06016648-fb3f-4d08-bab8-677adfe2c3cb,span_start,,,92b2078c-aaca-41dd-8d52-78603f885fbf,,tool:no_op,,,,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,True,False,False,False,False,False,False,,,"{""args"": {""x"": 531, ""run_id"": ""9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb""}}"
204eab6d-cfb9-47d7-bdb0-a7feead32fc4,2025-08-09 16:42:41.849195+00:00,,,7b48c749-7249-44b2-844f-0baac12f241b,span_end,,,647c61f8-9088-492b-9474-3dffd8d60059,,planner:next_action,ok,,0.0004132999965804629,,,,,,,,,2025-08-09,2025-08-09 16:42:00+00:00,2025-08-09 16:00:00+00:00,False,True,False,False,False,False,False,0.413,,
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.277620+00:00,,,8044b3a9-d20f-4e7c-9aba-4ad4a1bd8fb0,span_start,,,2926b45b-ecef-4b78-a2cc-f08f22e48aec,,tool:no_op,,,,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,True,False,False,False,False,False,False,,,"{""args"": {""x"": 1357, ""run_id"": ""9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb""}}"
e70c2f04-639f-4414-aff0-5a82f5c2bc73,2025-08-09 18:27:00.088508+00:00,,,e339e0e5-289b-459e-8d73-ba32decba1a6,span_end,,,cfb20186-41cb-4038-8c74-3a6664ad6d9a,,tool:flaky_add,error,TypeError('run_examples.<locals>.<lambda>() takes 0 positional arguments but 2 were given'),3.730000025825575e-05,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,False,True,False,False,False,False,False,0.037,,
9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb,2025-08-09 18:27:00.302985+00:00,,,8f9621cd-9c04-458a-acdb-1b13a56d7c62,span_start,,,aa18a3c7-62e5-4513-8d82-c22f3785d09b,,tool:no_op,,,,,,,,,,,,2025-08-09,2025-08-09 18:27:00+00:00,2025-08-09 18:00:00+00:00,True,False,False,False,False,False,False,,,"{""args"": {""x"": 1743, ""run_id"": ""9d6e3be7-2e71-4499-9d63-fa8f4a47d2bb""}}"
